"nest_code";"nestmix";"epy3";"CODESTART";"CODEEND";"HATCH.DAY";"END.DAY";"year";"ring";"sex";"average_31_before";"min_31_period";"max_31_period";"X60_after";"min_60";"max_60";"average_preciti_31";"XX_NA";"box";"id";"xf";"boxor";"fring";"hlf";"gs1";"mring";"hlm";"fage";"mage";"gs2";"idor";"xfblock";"eblock";"code";"ring.1";"exp";"mani";"treatment";"exp.1";"epy3.1";"sex.1";"mass2";"mass11";"mass12";"mass14";"rtars14";"pha";"pha.1";"PHA";"X";"TEMP_BROOD";"PRCP_BROOD"
"AN25B2014";"WPO";0;2014143;2014157;53;67;2014;"1EX15562";"F";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"AN25B";NA;NA;"AN25B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX28401";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.9;NA;NA;11.4;"17.5";NA;NA;NA;NA;13.12;12
"FO04A2014";"WPO";0;2014144;2014158;54;68;2014;"1EX15596";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO04A";NA;NA;"FO04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28357";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";1.5;NA;NA;11.5;"17.5";NA;NA;NA;NA;12.7733333333333;12
"FO02D2015";"WPO";0;2015150;2015164;NA;NA;2015;"1EX14600";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FO02D";NA;NA;"FO02D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"F";"1EX14725";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.4;NA;NA;11.7;"17.5";NA;NA;NA;NA;12.06;15.3
"FKII00A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1ET96794";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FKIII02";NA;NA;"FKIII02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX28124";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.2;NA;NA;11.7;"17.5";NA;NA;NA;NA;11.0866666666667;10.6
"BO03A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1EX14308";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"BO03A";NA;NA;"BO03A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28177";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.2;"11";NA;11.8;"17.5";NA;NA;NA;NA;10.9;11
"FO362014";"WPO";0;2014150;2014164;60;74;2014;"1EX15761";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO36";NA;NA;"FO36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"D";"1EX28264";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.8;NA;NA;NA;"17.5";NA;NA;NA;NA;13.9666666666667;26
"RO04A2015";"WPO";0;2015151;2015165;NA;NA;2015;"1EX14554";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RO04A";NA;NA;"RO04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"D";"1EX14688";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;1.6;NA;NA;NA;"17.5";NA;NA;NA;NA;12.4933333333333;5.7
"FO04A2014";"WPO";0;2014144;2014158;54;68;2014;"1EX15591";"F";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO04A";NA;NA;"FO04A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX28358";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.8;"9.6";NA;NA;"17.5";NA;NA;NA;NA;12.7733333333333;12
"FK40A2015";"WPO";0;2015144;2015158;NA;NA;2015;"1ET96656";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK40A";NA;NA;"FK40A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX28041";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.4;NA;NA;NA;"17.5";NA;NA;NA;NA;11.18;10.6
"RN512012";"WPO";0;2012144;2012158;54;68;2012;"1ET42727";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN51";"120189";1;"RN18";NA;NA;NA;NA;NA;NA;NA;NA;120183;121116;121116;"AC";"1ET42727";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.3;NA;NA;NA;"17.5";NA;NA;NA;NA;11.1666666666667;3.6
"TU73B2012";"WPO";0;2012140;2012154;50;64;2012;"1ET42567";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"TU73B";"120240";1;"BS26";NA;NA;NA;NA;NA;NA;NA;NA;120034;121122;121122;"F";"1ET42567";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;1.4;NA;NA;NA;"17.5";NA;NA;NA;NA;12.16;3.6
"RO5B2016";"WPO";0;2016138;2016154;47;61;2016;"1EX30460";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RO5B";NA;NA;"RO5B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests";NA;"WPY";"M";3.4;"8.9";NA;NA;"17.51";NA;NA;NA;NA;14.0647058823529;0.1
"RN1A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28317";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RN1A";NA;NA;"RN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";2.05;NA;NA;11.6;"17.52";NA;NA;NA;NA;15.4;0.1
"FO36A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28415";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FO36A";NA;NA;"FO36A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";3.1;NA;NA;11.6;"17.52";NA;NA;NA;NA;15.0714285714286;0.1
"RO5B2016";"WPO";0;2016138;2016154;47;61;2016;"1EX30459";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RO5B";NA;NA;"RO5B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests";NA;"WPY";"M";2.7;"9.6";NA;11.4;"17.53";NA;NA;NA;NA;14.0647058823529;0.1
"BO102016";"WPO";0;2016140;2016154;49;63;2016;"1EX28203";"M";NA;NA;NA;NA;NA;NA;NA;NA;"BO10";NA;NA;"BO10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";2.2;NA;NA;11.7;"17.54";NA;NA;NA;NA;14.78;0.1
"AL.2A2016";"WPO";0;2016139;2016154;48;62;2016;"1EX14706";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AL.2A";NA;NA;"AL.2A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";1.7;NA;NA;NA;"17.54";NA;NA;NA;NA;14.40625;0.1
"RN14A2016";"WPO";0;2016140;2016154;49;63;2016;"1EX28225";"M";NA;NA;NA;NA;NA;NA;NA;NA;"RN14A";NA;NA;"RN14A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";1.7;"11.3";NA;11.9;"17.56";NA;NA;NA;NA;14.78;0.1
"FP8A2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28368";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FP8A";NA;NA;"FP8A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 2";"experimental nests";NA;"WPY";"M";2;NA;NA;11.4;"17.58";NA;NA;NA;NA;15.6666666666667;0.1
"AN06B2014";"WPO";0;2014145;2014159;55;69;2014;"1EX15678";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"AN06B";NA;NA;"AN06B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AD";"1EX28342";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";2.1;NA;NA;11;"17.6";NA;NA;NA;NA;12.6933333333333;12
"RO15C2012";"WPO";0;2012145;2012159;55;69;2012;"1ET42672";"M";4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RO15C";"120195";0;"RO15C";NA;NA;NA;NA;NA;NA;NA;NA;120195;121110;121110;"HF";"1ET42672";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";"M";1.8;NA;NA;11.1;"17.6";NA;NA;NA;NA;10.8133333333333;3.6
"OL52012";"WPO";0;2012140;2012154;50;64;2012;"1ET42121";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"OL5";"120163";1;"RE3";NA;NA;NA;NA;NA;NA;NA;NA;120170;121123;121123;"AB";"1ET42121";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.5;NA;NA;11.1;"17.6";NA;NA;NA;NA;12.16;3.6
"RE41D2012";"WPO";0;2012146;2012160;56;70;2012;"1ET42795";"M";4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RE41D";"120172";0;"RE41D";NA;NA;NA;NA;NA;NA;NA;NA;120172;120028;120028;"E";"1ET42795";"bs";"+3";"experimental nests";"enlarged";"WPY";"M";1.3;NA;NA;11.3;"17.6";NA;NA;NA;NA;10.6933333333333;6.6
"RN262012";"WPO";0;2012145;2012159;55;69;2012;"1ET42668";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN26";"120184";0;"RN26";NA;NA;NA;NA;NA;NA;NA;NA;120184;120029;120029;"HE";"1ET42668";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.4;NA;NA;11.3;"17.6";NA;NA;NA;NA;10.8133333333333;3.6
"RS15A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1EX15490";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RS15A";NA;NA;"RS15A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX28101";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.2;NA;NA;11.4;"17.6";NA;NA;NA;NA;11.0866666666667;10.6
"FA36B2012";"WPO";0;2012144;2012158;54;68;2012;"1ER02988";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"FA36B";"120054";1;"FA8";NA;NA;NA;NA;NA;NA;NA;NA;120056;121124;121124;"G";"1ER02988";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2;NA;NA;11.7;"17.6";NA;NA;NA;NA;11.1666666666667;3.6
"RS37A2015";"WPO";0;2015153;2015167;NA;NA;2015;"1EX14593";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RS37";NA;NA;"RS37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX14654";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.4;"11.3";NA;11.9;"17.6";NA;NA;NA;NA;12.6666666666667;5.7
"FP48B2012";"WPO";0;2012146;2012160;56;70;2012;"1ET42825";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"FP48B";"120100";0;"FP48B";NA;NA;NA;NA;NA;NA;NA;NA;120100;120027;120027;"HE";"1ET42825";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;1;NA;NA;12.1;"17.6";NA;NA;NA;NA;10.6933333333333;6.6
"FA182014";"WPO";0;2014147;2014161;57;71;2014;"1EX15750";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FA18";NA;NA;"FA18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX28275";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";1.6;"9.6";NA;NA;"17.6";NA;NA;NA;NA;12.7533333333333;12
"AN172012";"WPO";0;2012147;2012161;57;71;2012;"1ET42853";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"AN17";"120004";1;"FO2C";NA;NA;NA;NA;NA;NA;NA;NA;120081;121114;121114;"HAG";"1ET42853";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.1;NA;NA;NA;"17.6";NA;NA;NA;NA;10.7533333333333;6.6
"OJ202A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96681";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"OJ202A";NA;NA;"OJ202A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"1EX28165";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.8;"9.4";NA;NA;"17.6";NA;NA;NA;NA;10.9;11
"AN23A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28291";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN23A";NA;NA;"AN23A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests ";NA;"WPY";"M";1.9;"11.3";NA;11.9;"17.62";NA;NA;NA;NA;15.0714285714286;0.1
"AN1A2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28361";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN1A";NA;NA;"AN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"M";1.9;NA;NA;11.6;"17.64";NA;NA;NA;NA;15.6666666666667;0.1
"FP11A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28447";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FP11A";NA;NA;"FP11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2.3;NA;NA;11.9;"17.66";NA;NA;NA;NA;15.4;0.1
"AN1A2016";"WPO";0;2016143;2016154;52;66;2016;"1EX28359";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN1A";NA;NA;"AN1A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"kontrola";"CONTROL NESTS";NA;"WPY";"M";1.2;NA;NA;NA;"17.66";NA;NA;NA;NA;15.6666666666667;0.1
"AN23A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28295";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN23A";NA;NA;"AN23A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests ";NA;"WPY";"M";2;NA;NA;11.2;"17.67";NA;NA;NA;NA;15.0714285714286;0.1
"FKN062014";"WPO";0;2014142;2014156;52;66;2014;"1EX15511";"M";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FKN06";NA;NA;"FKN06";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX28440";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";2.4;NA;NA;11.7;"17.7";NA;NA;NA;NA;13.2933333333333;12
"RN262012";"WPO";0;2012145;2012159;55;69;2012;"1ET42655";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN26";"120184";0;"RN26";NA;NA;NA;NA;NA;NA;NA;NA;120184;120029;120029;"HA";"1ET42655";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.5;NA;NA;11.8;"17.7";NA;NA;NA;NA;10.8133333333333;3.6
"BS31A2016";"WPO";0;2016138;2016154;47;61;2016;"1EX30446";"M";NA;NA;NA;NA;NA;NA;NA;NA;"BS31A";NA;NA;"BS31A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"experimental nests";"HO";"WPY";"M";2.2;NA;NA;NA;"17.7";NA;NA;NA;NA;14.0647058823529;0.1
"AN23A2016";"WPO";0;2016141;2016154;50;64;2016;"1EX28298";"M";NA;NA;NA;NA;NA;NA;NA;NA;"AN23A";NA;NA;"AN23A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plus 3";"experimental nests ";NA;"WPY";"M";2.2;NA;NA;NA;"17.73";NA;NA;NA;NA;15.0714285714286;0.1
"OL52012";"WPO";0;2012140;2012154;50;64;2012;"1ET42119";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"OL5";"120163";1;"RE3";NA;NA;NA;NA;NA;NA;NA;NA;120170;121123;121123;"AE";"1ET42119";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;1.1;NA;NA;9.8;"17.8";NA;NA;NA;NA;12.16;3.6
"OL52012";"WPO";0;2012140;2012154;50;64;2012;"1ET42115";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"OL5";"120163";1;"RE3";NA;NA;NA;NA;NA;NA;NA;NA;120170;121123;121123;"B";"1ET42115";"bs";"0";"CONTROL NEST";"nonmanipulated";"WPY";NA;2.6;NA;NA;11.2;"17.8";NA;NA;NA;NA;12.16;3.6
"BK14A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96763";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"BK14A";NA;NA;"BK14A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"F";"1EX28183";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;1.8;NA;NA;11.3;"17.8";NA;NA;NA;NA;10.9;11
"FK16D2015";"WPO";0;2015149;2015163;NA;NA;2015;"1EX14518";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK16D";NA;NA;"FK16D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX14763";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.1;"11.8";NA;11.4;"17.8";NA;NA;NA;NA;11.7733333333333;9.6
"RN242015";"WPO";0;2015146;2015160;NA;NA;2015;"1EX14344";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RN24";NA;NA;"RN24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AB";"1EX14974";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.8;NA;NA;11.4;"17.8";NA;NA;NA;NA;11.3133333333333;10.6
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96774";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"A";"1EX28194";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.4;NA;NA;11.5;"17.8";NA;NA;NA;NA;10.9;11
"RS15A2015";"WPO";0;2015143;2015157;NA;NA;2015;"1EX15489";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RS15A";NA;NA;"RS15A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX28100";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";NA;2.5;"11.2";NA;11.6;"17.8";NA;NA;NA;NA;11.0866666666667;10.6
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96776";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"H";"1EX28193";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.7;NA;NA;11.6;"17.8";NA;NA;NA;NA;10.9;11
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96775";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX28192";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.7;NA;NA;11.7;"17.8";NA;NA;NA;NA;10.9;11
"FK14D2015";"WPO";0;2015146;2015160;NA;NA;2015;"1EX14318";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"FK14D";NA;NA;"FK14D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AB";"1EX14986";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;2.2;"11.5";NA;11.9;"17.8";NA;NA;NA;NA;11.3133333333333;10.6
"RN262012";"WPO";0;2012145;2012159;55;69;2012;"1ET42661";NA;4.816666667;-1.7;20.2;11.26083333;0;35.5;4.121666667;10.9275;"RN26";"120184";0;"RN26";NA;NA;NA;NA;NA;NA;NA;NA;120184;120029;120029;"HAB";"1ET42661";"bs";"+3";"experimental nests";"enlarged";"WPY";NA;2.6;NA;NA;12.7;"17.8";NA;NA;NA;NA;10.8133333333333;3.6
"FK17D2016";"WPO";0;2016138;2016154;47;61;2016;"1EX14930";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FK17D";NA;NA;"FK17D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";3;NA;NA;NA;"18.01";NA;NA;NA;NA;14.0647058823529;0.1
"FP11A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28453";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FP11A";NA;NA;"FP11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";2.3;NA;NA;11.7;"18.05";NA;NA;NA;NA;15.4;0.1
"AN02A2015";"WPO";0;2015142;2015156;NA;NA;2015;"1ET96777";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"AN02";NA;NA;"AN02";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX28189";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.9;NA;NA;11.7;"18.4";NA;NA;NA;NA;10.9;11
"FP11A2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28451";"M";NA;NA;NA;NA;NA;NA;NA;NA;"FP11A";NA;NA;"FP11A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"M";1.1;NA;NA;11.6;"26.81";NA;NA;NA;NA;15.4;0.1
"FK17D2016";"WPO";0;2016138;2016154;47;61;2016;"1EX14935";"F";NA;NA;NA;NA;NA;NA;NA;NA;"FK17D";NA;NA;"FK17D";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"F";2.6;"9.4";NA;NA;"1647";NA;NA;NA;NA;14.0647058823529;0.1
"FO12C2016";"WPO";0;2016142;2016154;51;65;2016;"1EX28440";"F";NA;NA;NA;NA;NA;NA;NA;NA;"FO12C";NA;NA;"FO12C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CONTROL NESTS";NA;"WPY";"F";1.8;"7.1";NA;8.7;"15.55 (left)";NA;NA;NA;NA;15.4;0.1
"RW15E2015";"WPO";0;2015141;2015155;NA;NA;2015;"1ET96646";NA;6.212903226;0;21.9;11.59583333;0;30.7;5.419354839;10.7425;"RW15E";NA;NA;"RW15E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX28198";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";NA;1.9;"5";NA;6.3;NA;NA;NA;NA;NA;10.84;11
"RO05B2013";"WPO";0;2013156;2013170;66;80;2013;"1ET98198";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RO05B";"RO05B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX29014";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";0.8;NA;NA;6.5;NA;NA;NA;NA;NA;14.14;19.7
"FO122014";"WPO";0;2014141;2014155;51;65;2014;"1EX15354";"F";6.058064516;-1;22;11.9225;0;39.3;5.320967742;11.40083333;"FO12";NA;NA;"FO12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX28464";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.8;"9.7";NA;8.6;NA;NA;NA;NA;NA;13.3533333333333;12
"FO19C2013";"WPO";0;2013156;2013170;66;80;2013;"1ET98196";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FO19C";"FO19C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX30250";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"F";NA;NA;NA;9;NA;NA;NA;NA;NA;14.14;19.7
"RO05B2013";"WPO";0;2013156;2013170;66;80;2013;"1ET98163";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RO05B";"FO19C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1EX29013";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"M";1.4;NA;NA;9.5;NA;NA;NA;NA;NA;14.14;19.7
"BS472013";"WPO";0;2013152;2013166;62;76;2013;"1ET50946";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"BS47";"BS47";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"B";"1EX30418";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"F";1.7;NA;NA;9.5;NA;NA;NA;NA;NA;14.3733333333333;22.1
"FK8C2013";"WPO";0;2013152;2013166;62;76;2013;"1ET50998";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FK08C";"FKN07";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"C";"1EX30405";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.7;NA;NA;9.5;NA;NA;NA;NA;NA;14.3733333333333;22.1
"RO05B2013";"WPO";0;2013156;2013170;66;80;2013;"1ET98161";"F";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"RO05B";"RO05B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";"1EX29012";"nonmanipulated";NA;"CONTROL NEST";"nonmanipulated";"WPY";"F";1.6;NA;NA;9.6;NA;NA;NA;NA;NA;14.14;19.7
"FO19C2013";"WPO";0;2013156;2013170;66;80;2013;"1ET98145";"M";5.286666667;-4.3;20.8;14.28083333;0;39.7;4.91;13.68916667;"FO19C";"FO19C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";"1EX30249";"FLEAS";NA;"experimental nests";"FLEAS";"WPY";"M";2.1;NA;NA;9.6;NA;NA;NA;NA;NA;14.14;19.7
